fish_table_id,anem_table_id,fish_spp,sample_id,recap,tag_id,color,sex,size,fish_obs_time,fish_notes,dive_table_id,anem_obs,anem_obs_time,anem_id,old_anem_id,anem_spp,anem_dia,dive_type,date,site,gps,gen_id,fish_indiv,ligation_id,lat,lon
3900,7729,APCL,NA,NA,NA,Y,NA,2.5,NA,NA,327,1850,14:40:00,2470,NA,HECR,20,C,2016-06-03,Wangag,3,NA,NA,NA,NA,NA
3901,7729,APCL,NA,NA,NA,W,NA,2.5,NA,NA,327,1850,14:40:00,2470,NA,HECR,20,C,2016-06-03,Wangag,3,NA,NA,NA,NA,NA
3902,7763,APCL,NA,NA,NA,YR,NA,3,NA,NA,328,1863,10:43:00,2481,NA,HECR,35,C,2016-06-04,Wangag,3,NA,NA,NA,NA,NA
3906,7778,APCL,NA,NA,NA,YR,NA,3,NA,NA,329,1869,09:33:00,2486,NA,HECR,30,C,2016-06-05,Palanas,3,NA,NA,NA,NA,NA
3907,7778,APCL,NA,NA,NA,YR,NA,2,NA,NA,329,1869,09:33:00,2486,NA,HECR,30,C,2016-06-05,Palanas,3,NA,NA,NA,NA,NA
3916,7793,APCL,NA,NA,NA,NA,NA,7,NA,NA,330,1118,11:54:00,1121,NA,HECR,30,C,2016-06-05,Wangag,3,NA,NA,NA,NA,NA
3921,7806,APCL,NA,NA,NA,YR,NA,3,NA,NA,330,NA,13:39:00,NA,NA,HECR,20,C,2016-06-05,Wangag,3,NA,NA,NA,NA,NA
3924,7911,APCL,NA,NA,NA,YR,NA,5,NA,NA,332,1910,14:06:00,2521,NA,HECR,30,C,2016-06-06,N. Magbangon,4,NA,NA,NA,NA,NA
3925,7920,APCL,NA,NA,NA,YR,NA,5,NA,NA,332,1914,14:28:00,2525,NA,HECR,20,C,2016-06-06,N. Magbangon,4,NA,NA,NA,NA,NA
3926,7924,APCL,NA,NA,NA,W,NA,3,NA,NA,333,1916,09:03:00,2527,NA,HECR,15,C,2016-06-07,Sitio Baybayon,4,NA,NA,NA,10.740363586225,124.790998762475
3929,7930,APCL,NA,NA,NA,YR,NA,3,NA,NA,333,1918,09:31:00,2529,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,NA,NA,NA,10.740295797625,124.7910277848
3930,7934,APCL,NA,NA,NA,YR,NA,2,NA,NA,333,1573,10:01:00,2156,NA,HECR,20,C,2016-06-07,Sitio Baybayon,4,NA,NA,NA,10.7404426276,124.791027219025
3931,7935,APCL,NA,NA,NA,YR,NA,3,NA,NA,333,1920,10:08:00,2531,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,NA,NA,NA,10.740389109125,124.791034406525
3932,7937,APCL,NA,NA,NA,YR,NA,2,NA,NA,333,1921,10:15:00,2532,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,NA,NA,NA,10.740394305925,124.7910079197
3933,7937,APCL,NA,NA,NA,Y,NA,6,NA,NA,333,1921,10:15:00,2532,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,NA,NA,NA,10.740394305925,124.7910079197
3935,7962,APCL,NA,NA,NA,YR,NA,1.5,NA,NA,334,747,13:40:00,2544,738,HECR,20,C,2016-06-07,Sitio Baybayon,4,NA,NA,NA,NA,NA
3941,7996,APCL,NA,NA,NA,YR,NA,2,NA,NA,336,1950,12:05:00,2559,NA,MADO,35,C,2016-06-09,Tamakin Dacot,4,NA,NA,NA,NA,NA
3942,8002,APCL,NA,NA,NA,YR,NA,4,NA,NA,337,1022,08:56:00,2001,NA,HECR,25,R,2016-06-14,Palanas,4,NA,NA,NA,10.74034797495,124.791029482175
3945,8021,APCL,NA,NA,NA,YR,NA,5,NA,NA,337,987,10:49:00,2208,NA,MADO,20,R,2016-06-14,Palanas,4,NA,NA,NA,NA,NA
3967,6249,APCL,NA,NA,NA,YR,NA,3,NA,NA,248,782,10:13:00,776,NA,HECR,30,C,2015-05-28,Visca,3,NA,NA,NA,NA,NA
3969,4269,APCL,NA,NA,NA,Y,NA,5,NA,NA,170,1080,10:34:13,1084,NA,HECR,25,A,2015-01-15,N. Magbangon,1,NA,NA,NA,NA,NA
3971,6251,APCL,NA,NA,NA,YR,NA,2.5,NA,371025 kept falling out of the hole, popped out the mouth or gills when injected, no tag in this fish,248,1285,10:47:00,1285,NA,HECR,30,C,2015-05-28,Visca,3,NA,NA,NA,NA,NA
3973,1181,APCL,NA,NA,NA,NA,NA,2,NA,NA,42,187,08:55:30,187,NA,HECR,20,C,2013-05-29,Cabatoan,1,NA,NA,NA,NA,NA
3974,3931,APCL,NA,NA,NA,YR,NA,8,NA,NA,166,1140,14:53:10,1141,NA,HECR,35,A,2015-01-14,Wangag,2,NA,NA,NA,NA,NA
3977,3650,APCL,NA,NA,NA,YR,NA,4,NA,NA,160,1042,11:10:51,1046,NA,HECR,19,A,2015-01-14,Wangag,1,NA,NA,NA,NA,NA
3978,3281,APCL,NA,NA,NA,YR,NA,5,NA,NA,155,882,10:41:39,878,NA,MADO,25,A,2015-01-13,Palanas,4,NA,NA,NA,NA,NA
3979,3214,APCL,NA,NA,NA,YR,NA,3,NA,THE 4CM APCL HAD AN ORANGE BODY BUT THE REST HAD BLACK BODIES,155,419,09:35:05,417,NA,STME,45,A,2015-01-13,Palanas,4,NA,NA,NA,NA,NA
3982,3182,APCL,NA,NA,NA,YR,NA,6,NA,NA,471,945,13:52:00,933,NA,HECR,25,A,2015-01-12,S. Magbangon,4,NA,NA,NA,NA,NA
3986,2784,APCL,NA,NA,NA,BW,NA,2.5,NA,NA,128,800,12:35:30,794,NA,HECR,30,A,2015-01-09,Sitio Baybayon,5,NA,NA,NA,NA,NA
3989,2686,APCL,NA,NA,NA,W,NA,4,NA,NA,120,788,11:49:00,782,NA,HECR,25,A,2015-01-08,Sitio Baybayon,4,NA,NA,NA,NA,NA
3990,6284,APCL,NA,NA,NA,Y,NA,4,NA,NA,250,1417,11:44:00,2006,NA,HECR,40,C,2015-05-29,Palanas,3,NA,NA,NA,NA,NA
3991,6237,APCL,NA,NA,NA,W,NA,4,NA,JAH and G_S observed the same anemone on dives 6 and 59, could be repetitive fish,246,392,11:15:14,392,NA,HECR,17,A,2015-02-02,Tamakin Dacot,5,NA,NA,NA,NA,NA
3992,6290,APCL,NA,NA,NA,YR,NA,4,NA,NA,250,257,12:00:00,257,NA,HECR,25,C,2015-05-29,Palanas,3,NA,NA,NA,NA,NA
3993,6214,APCL,NA,NA,NA,W,NA,4,NA,NA,244,1404,10:16:48,1455,NA,HECR,25,A,2015-02-02,Haina,5,NA,NA,NA,NA,NA
3994,1192,APCL,NA,NA,NA,NA,NA,3,NA,NA,42,191,09:15:10,191,NA,HECR,40,C,2013-05-29,Cabatoan,1,NA,NA,NA,NA,NA
3996,6185,APCL,NA,NA,NA,W,NA,0.5,NA,NA,242,511,13:20:44,501,NA,HECR,28,A,2015-02-01,N. Magbangon,5,NA,NA,NA,NA,NA
3997,5985,APCL,NA,NA,NA,O,NA,7,NA,NA,242,1368,11:46:46,1368,NA,HECR,23,A,2015-02-01,N. Magbangon,5,NA,NA,NA,NA,NA
4000,5686,APCL,NA,NA,NA,YR,NA,4,NA,Originally anem id entered as 1258 but 1288 is sequential and 1258 has already been used. Can't find Gabas data sheet :(,239,1288,10:53:45,1288,NA,HECR,34,A,2015-01-31,Gabas,4,NA,NA,NA,NA,NA
4001,5009,APCL,NA,NA,NA,W,NA,5,NA,NA,207,1269,10:15:49,1270,NA,HECR,35,A,2015-01-22,San Agustin,4,NA,NA,NA,NA,NA
4004,4995,APCL,NA,NA,NA,YR,NA,6,NA,NA,202,709,14:53:33,699,NA,HECR,28,A,2015-01-21,Hicgop South,3,NA,NA,NA,NA,NA
4005,4976,APCL,NA,NA,NA,O,NA,9,NA,NA,191,1268,10:28:16,1269,NA,HECR,30,A,2015-01-21,Elementary School,4,NA,NA,NA,NA,NA
4009,6319,APCL,NA,NA,NA,NA,NA,3,NA,NA,252,1021,10:25:00,1029,NA,HECR,35,C,2015-05-30,Palanas,3,NA,NA,NA,10.74042758205,124.791029419275
4010,4948,APCL,NA,NA,NA,Y,NA,7,NA,NA,186,1266,14:39:20,1267,NA,HECR,30,A,2015-01-20,Sitio Baybayon,2,NA,NA,NA,NA,NA
4012,4929,APCL,NA,NA,NA,O,NA,8,NA,NA,186,1263,14:13:43,1264,NA,HECR,35,A,2015-01-20,Sitio Baybayon,2,NA,NA,NA,NA,NA
4015,4891,APCL,NA,NA,NA,O,NA,6,NA,NA,187,1235,13:17:26,1236,NA,HECR,24,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,NA,NA
4018,6333,APCL,NA,NA,NA,NA,NA,10,NA,SECOND FISH WASN'T CAUGHT,252,925,11:45:00,915,NA,ENQD,20,C,2015-05-30,Palanas,3,NA,NA,NA,10.740610831425,124.791091214875
4019,4856,APCL,NA,NA,NA,YP,NA,10,NA,NA,187,1230,12:44:40,1231,NA,HECR,40,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,NA,NA
4023,4825,APCL,NA,NA,NA,YR,NA,3,NA,NA,184,1204,10:06:30,1205,NA,HEAR,20,A,2015-01-20,Haina,4,NA,NA,NA,NA,NA
4025,4800,APCL,NA,NA,NA,YP,NA,9,NA,NA,182,1251,09:32:38,1252,NA,STME,55,A,2015-01-20,Haina,2,NA,NA,NA,NA,NA
4029,4730,APCL,NA,NA,NA,O,NA,8,NA,NA,181,1016,14:46:12,1024,NA,HEAR,15,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,NA,NA
4031,4696,APCL,NA,NA,NA,O,NA,8,NA,NA,181,1010,13:41:59,1017,NA,HECR,25,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,NA,NA
4033,6351,APCL,NA,NA,NA,NA,NA,3,NA,NA,253,421,14:39:00,909,NA,HECR,35,C,2015-05-30,Palanas,3,NA,NA,NA,10.74034690625,124.791039938575
4034,4638,APCL,NA,NA,NA,YP,NA,6,NA,ALSO ON ANEM 549,179,1000,11:02:44,1008,NA,HECR,25,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,NA,NA
4038,4624,APCL,NA,NA,NA,YR,NA,5,NA,NA,178,1152,10:39:54,1153,NA,HECR,25,A,2015-01-19,Sitio Baybayon,4,NA,NA,NA,NA,NA
4041,1212,APCL,NA,NA,NA,NA,NA,10,NA,NA,42,198,10:06:45,198,NA,HECR,40,C,2013-05-29,Cabatoan,1,NA,NA,NA,NA,NA
4043,4511,APCL,NA,NA,NA,W,NA,1,NA,NA,175,1119,14:21:50,1122,NA,HECR,31,A,2015-01-15,Wangag,3,NA,NA,NA,NA,NA
4044,4327,APCL,NA,NA,NA,YR,NA,5,NA,NA,585,1114,11:12:00,1117,NA,HECR,13,A,2015-01-15,N. Magbangon,3,NA,NA,NA,NA,NA
4046,4225,APCL,NA,NA,NA,YR,NA,3,NA,UNSURE OF OLD TAG NUMBER,171,207,10:17:00,1111,207,HECR,33,A,2015-01-15,S. Magbangon,3,NA,NA,NA,NA,NA
4048,6377,APCL,NA,NA,NA,NA,NA,10,NA,10cm fish uncaught,255,1142,11:17:00,1143,NA,HECR,30,C,2015-05-31,Wangag,3,NA,NA,NA,NA,NA
4049,4162,APCL,NA,NA,NA,YR,NA,8,NA,NA,172,685,09:51:00,1066,674,ENQD,25,A,2015-01-15,S. Magbangon,4,NA,NA,NA,NA,NA
4050,4090,APCL,NA,NA,NA,YR,NA,6,NA,NA,166,1145,16:05:36,1146,NA,HECR,25,A,2015-01-14,Wangag,2,NA,NA,NA,NA,NA
4051,4819,APCL,NA,NA,NA,YP,NA,10,NA,NA,184,1203,09:55:00,1204,NA,HECR,35,A,2015-01-20,Haina,4,NA,NA,NA,NA,NA
4054,3654,APCL,NA,NA,NA,YP,NA,12,NA,RED EGGS,161,618,11:13:50,1129,607,HECR,20,A,2015-01-14,Wangag,2,NA,NA,NA,NA,NA
4055,3439,APCL,NA,NA,NA,YR,NA,5,NA,NA,158,502,15:25:00,1033,494,HECR,18,A,2015-01-13,Palanas,3,NA,NA,NA,NA,NA
4056,3420,APCL,NA,NA,NA,BW,NA,4,NA,NA,156,987,14:48:00,969,NA,HECR,22,A,2015-01-13,Palanas,1,NA,NA,NA,NA,NA
4057,6415,APCL,NA,NA,NA,NA,NA,2,NA,NA,257,NA,09:59:00,NA,NA,HECR,30,C,2015-06-01,Wangag,3,NA,NA,NA,NA,NA
4058,5004,APCL,NA,NA,NA,YP,NA,8,NA,NA,206,720,10:12:30,1327,710,HECR,30,A,2015-01-22,San Agustin,3,NA,NA,NA,NA,NA
4059,3380,APCL,NA,NA,NA,YR,NA,4,NA,NA,158,1020,14:04:05,1028,NA,HECR,24,A,2015-01-13,Palanas,3,NA,NA,NA,NA,NA
4061,3348,APCL,NA,NA,NA,YR,NA,6,NA,NA,156,129,13:38:45,965,129,HECR,18,A,2015-01-13,Palanas,1,NA,NA,NA,NA,NA
4063,1227,APCL,NA,NA,NA,NA,NA,10,NA,NA,43,208,12:10:15,208,NA,HECR,20,C,2013-05-29,S. Magbangon,1,NA,NA,NA,NA,NA
4070,3179,APCL,NA,NA,NA,O,NA,8,NA,NA,471,NA,13:42:00,NA,NA,HECR,30,A,2015-01-12,S. Magbangon,4,NA,NA,NA,NA,NA
4071,3105,APCL,NA,NA,NA,O,NA,12,NA,NA,146,702,10:14:00,692,NA,ENQD,49,A,2015-01-12,Cabatoan,4,NA,NA,NA,NA,NA
4072,3027,APCL,NA,NA,NA,O,NA,8,NA,JAH observed the same anemone on dive 9 and 22, the 4cm could be the same fish,131,564,16:05:16,553,NA,HECR,22,A,2015-01-10,Sitio Baybayon,2,NA,NA,NA,NA,NA
4073,1234,APCL,NA,NA,NA,NA,NA,8,NA,NA,584,210,12:47:30,210,NA,HECR,40,C,2013-05-29,N. Magbangon,1,NA,NA,NA,NA,NA
4074,2974,APCL,NA,NA,NA,Y,NA,5,NA,NA,132,843,15:05:30,841,NA,HECR,25,A,2015-01-10,Sitio Baybayon,4,NA,NA,NA,NA,NA
4076,3421,APCL,NA,NA,NA,YP,NA,10,NA,NA,158,1023,14:48:40,1031,NA,HECR,24,A,2015-01-13,Palanas,3,NA,NA,NA,NA,NA
4078,2875,APCL,NA,NA,NA,BW,NA,4,NA,NA,129,857,09:58:41,855,NA,HECR,30,A,2015-01-10,Sitio Baybayon,2,NA,NA,NA,10.740474143525,124.79116422125
4079,2779,APCL,NA,NA,NA,YR,NA,8,NA,NA,124,79,10:58:00,453,NA,HECR,15,A,2015-01-09,Tamakin Dacot,2,NA,NA,NA,NA,NA
4080,1241,APCL,NA,NA,NA,NA,NA,5,NA,NA,44,213,14:53:00,213,NA,HECR,20,C,2013-05-29,S. Magbangon,1,NA,NA,NA,NA,NA
4082,2751,APCL,NA,NA,NA,YP,NA,6,NA,JAH and G_S observed the same anemone on dives 6 and 59, could be repetitive fish,125,392,09:56:41,392,NA,HECR,12,A,2015-01-09,Tamakin Dacot,4,NA,NA,NA,NA,NA
4083,2666,APCL,NA,NA,NA,W,NA,5,NA,NA,119,748,11:02:00,739,NA,HECR,30,A,2015-01-08,Sitio Baybayon,3,NA,NA,NA,NA,NA
4084,6240,APCL,NA,NA,NA,O,NA,11,NA,NA,245,1398,11:21:54,1398,NA,HECR,30,A,2015-02-02,Tamakin Dacot,4,NA,NA,NA,NA,NA
4086,6223,APCL,NA,NA,NA,Y,NA,8,NA,NA,243,1395,10:26:35,1395,NA,HECR,30,A,2015-02-02,Haina,4,NA,NA,NA,NA,NA
4090,6210,APCL,NA,NA,NA,W,NA,3,NA,NA,244,1403,10:13:15,1454,NA,HECR,29,A,2015-02-02,Haina,5,NA,NA,NA,NA,NA
4095,6147,APCL,NA,NA,NA,YR,NA,3,NA,NA,242,1383,12:53:10,1383,NA,HECR,30,A,2015-02-01,N. Magbangon,5,NA,NA,NA,NA,NA
4097,6049,APCL,NA,NA,NA,YR,NA,5,NA,NA,242,1374,12:13:19,1374,NA,HECR,33,A,2015-02-01,N. Magbangon,5,NA,NA,NA,NA,NA
4098,6011,APCL,NA,NA,NA,W,NA,2,NA,NA,241,1350,11:54:27,1350,NA,HECR,35,A,2015-02-01,N. Magbangon,4,NA,NA,NA,NA,NA
4099,1248,APCL,NA,NA,NA,NA,NA,2,NA,NA,44,216,15:23:00,216,NA,ENQD,60,C,2013-05-29,S. Magbangon,1,NA,NA,NA,NA,NA
4101,5919,APCL,NA,NA,NA,BW,NA,1,NA,NA,242,1366,11:28:44,1366,NA,HECR,28,A,2015-02-01,N. Magbangon,5,NA,NA,NA,NA,NA
4103,5863,APCL,NA,NA,NA,BW,NA,2,NA,NA,241,525,11:14:10,515,NA,HECR,25,A,2015-02-01,N. Magbangon,4,NA,NA,NA,NA,NA
4106,5744,APCL,NA,NA,NA,BW,NA,2,NA,NA,241,1341,10:40:00,1342,NA,HECR,25,A,2015-02-01,N. Magbangon,4,NA,NA,NA,NA,NA
4107,5682,APCL,NA,NA,NA,W,NA,1,NA,NA,239,1286,10:42:03,1286,NA,HECR,27,A,2015-01-31,Gabas,4,NA,NA,NA,NA,NA
4108,1866,APCL,NA,NA,NA,NA,NA,3,NA,NA,75,110,15:34:00,434,110,HECR,20,C,2014-06-13,Palanas,1,NA,NA,NA,NA,NA
4110,5572,APCL,NA,NA,NA,YR,NA,6,NA,NA,212,1365,14:43:43,1365,NA,HECR,30,A,2015-01-22,N. Magbangon,5,NA,NA,NA,NA,NA
4111,5446,APCL,NA,NA,NA,YR,NA,6,NA,NA,209,1321,14:15:57,1321,NA,HECR,30,A,2015-01-22,N. Magbangon,2,NA,NA,NA,NA,NA
4113,1870,APCL,NA,NA,NA,NA,NA,2,NA,NA,75,109,15:49:00,436,109,HEAR,20,C,2014-06-13,Palanas,1,NA,NA,NA,NA,NA
4115,5260,APCL,NA,NA,NA,O,NA,11,NA,NA,211,1278,13:45:50,1279,NA,HECR,10,A,2015-01-22,N. Magbangon,4,NA,NA,NA,NA,NA
4116,5171,APCL,NA,NA,NA,YR,NA,6,NA,NA,209,1316,13:27:45,1316,NA,HECR,34,A,2015-01-22,N. Magbangon,2,NA,NA,NA,NA,NA
4117,5091,APCL,NA,NA,NA,W,NA,3,NA,NA,209,1315,13:12:45,1315,NA,HECR,21,A,2015-01-22,N. Magbangon,2,NA,NA,NA,NA,NA
4118,1883,APCL,NA,NA,NA,NA,NA,2,NA,NA,76,NA,09:49:00,NA,NA,HECR,15,C,2014-06-16,Haina,1,NA,NA,NA,10.6360565,124.775483
4119,5013,APCL,NA,NA,NA,YR,NA,1,NA,NA,207,1270,10:20:05,1271,NA,HECR,20,A,2015-01-22,San Agustin,4,NA,NA,NA,NA,NA
4122,1887,APCL,NA,NA,NA,W,NA,4,NA,didn't catch,76,NA,10:01:00,NA,NA,HECR,10,C,2014-06-16,Haina,1,NA,NA,NA,NA,NA
4123,4989,APCL,NA,NA,NA,YP,NA,8,NA,NA,201,1325,14:33:30,1326,NA,HECR,25,A,2015-01-21,Hicgop South,1,NA,NA,NA,NA,NA
4124,4972,APCL,NA,NA,NA,W,NA,10,NA,NA,191,714,10:23:37,704,NA,HECR,35,A,2015-01-21,Elementary School,4,NA,NA,NA,NA,NA
4127,4933,APCL,NA,NA,NA,YR,NA,3,NA,NA,187,1246,14:20:08,1247,NA,HECR,26,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,NA,NA
4128,1274,APCL,NA,NA,NA,NA,NA,4,NA,NA,45,230,09:20:00,230,NA,HECR,20,C,2013-05-30,Wangag,1,NA,NA,NA,NA,NA
4129,4913,APCL,NA,NA,NA,W,NA,3,NA,NA,187,1241,13:50:45,1242,NA,HECR,15,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,NA,NA
4133,6615,APCL,NA,NA,NA,NA,NA,1,NA,NA,267,1330,14:38:00,1331,NA,HECR,30,C,2015-06-07,San Agustin,3,NA,NA,NA,NA,NA
4134,4903,APCL,NA,NA,NA,YR,NA,3,NA,NA,187,1238,13:35:15,1239,NA,HECR,30,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,NA,NA
4139,6619,APCL,NA,NA,NA,NA,NA,6,NA,did not catch the 6cm fish,268,1546,12:50:00,2130,NA,HECR,25,C,2015-06-08,Poroc Rose,3,NA,NA,NA,NA,NA
4140,1896,APCL,NA,NA,NA,NA,NA,3,NA,NA,76,449,10:38:00,443,NA,HECR,15,C,2014-06-16,Haina,1,NA,NA,NA,NA,NA
4141,4761,APCL,NA,NA,NA,O,NA,9,NA,NA,181,1200,15:28:07,1201,NA,HECR,30,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,NA,NA
4142,4839,APCL,NA,NA,NA,W,NA,6,NA,NA,184,1206,10:24:00,1207,NA,HECR,15,A,2015-01-20,Haina,4,NA,NA,NA,NA,NA
4143,6629,APCL,NA,NA,NA,BW,NA,3,NA,NA,269,850,14:12:00,848,NA,HECR,10,C,2015-06-08,Poroc San Flower,3,NA,NA,NA,NA,NA
4144,1900,APCL,NA,NA,NA,NA,NA,2,NA,NA,76,450,10:50:00,444,NA,HECR,15,C,2014-06-16,Haina,1,NA,NA,NA,NA,NA
4145,4101,APCL,NA,NA,NA,YR,NA,5,NA,NA,168,1059,16:08:30,1062,NA,HECR,25,A,2015-01-14,Wangag,4,NA,NA,NA,NA,NA
4146,6725,APCL,NA,NA,NA,NA,NA,3,NA,NA,276,818,14:58:00,814,NA,HECR,30,C,2015-06-13,Sitio Baybayon,3,NA,NA,NA,NA,NA
4147,6728,APCL,NA,NA,NA,NA,NA,3,NA,COULD BE STGI,276,769,15:23:00,762,NA,STME,30,C,2015-06-13,Sitio Baybayon,3,NA,NA,NA,NA,NA
4148,6735,APCL,NA,NA,NA,Y,NA,3,NA,NA,277,1150,09:38:00,1151,NA,HECR,15,C,2015-06-14,Sitio Baybayon,3,NA,NA,NA,NA,NA
4150,10563,APCL,NA,NA,NA,YR,NA,2,09:36:00,NA,567,1115,09:36:00,2719,NA,HECR,25,C,2018-04-01,Wangag,4,NA,NA,NA,NA,NA
4151,3479,APCL,NA,NA,NA,O,NA,11,NA,One tag,160,590,09:58:58,1039,579,HECR,28,A,2015-01-14,Wangag,1,NA,NA,NA,NA,NA
4154,6758,APCL,NA,NA,NA,NA,NA,2,NA,NA,277,1585,11:35:00,2168,NA,HECR,30,C,2015-06-14,Sitio Baybayon,3,NA,NA,NA,NA,NA
4155,6763,APCL,NA,NA,NA,NA,NA,3,NA,354053 GREEN/EGGS,278,561,13:33:00,550,NA,HECR,35,C,2015-06-14,Sitio Baybayon,3,NA,NA,NA,NA,NA
4157,6776,APCL,NA,NA,NA,NA,NA,2,NA,NA,278,781,15:05:00,775,NA,HECR,30,C,2015-06-14,Sitio Baybayon,3,NA,NA,NA,NA,NA
4182,3095,APCL,NA,NA,NA,YP,NA,10,NA,NA,146,940,10:08:00,929,NA,HECR,38,A,2015-01-12,Cabatoan,4,NA,NA,NA,NA,NA
4184,1121,APCL,NA,NA,NA,NA,NA,6,NA,NA,41,174,14:13:40,174,NA,HECR,30,C,2013-05-28,Wangag,1,NA,NA,NA,NA,NA
4186,3741,APCL,NA,NA,NA,YR,NA,6,NA,NA,160,1099,11:49:00,1102,NA,HECR,20,A,2015-01-14,Wangag,1,NA,NA,NA,NA,NA
4187,3286,APCL,NA,NA,NA,YP,NA,9,NA,NA,153,923,10:48:18,913,NA,HECR,25,A,2015-01-13,Palanas,2,NA,NA,NA,NA,NA
4189,1783,APCL,NA,NA,NA,NA,NA,4,NA,NA,71,398,12:06:00,396,NA,HECR,20,C,2014-06-12,Tamakin Dacot,1,NA,NA,NA,NA,NA
4190,1121,APCL,NA,NA,NA,NA,NA,1,NA,NA,41,174,14:13:40,174,NA,HECR,30,C,2013-05-28,Wangag,1,NA,NA,NA,NA,NA
4191,3268,APCL,NA,NA,NA,YR,NA,2,NA,NA,155,428,10:26:26,426,NA,HECR,50,A,2015-01-13,Palanas,4,NA,NA,NA,NA,NA
4192,4539,APCL,NA,NA,NA,W,NA,6,NA,NA,177,1189,14:40:35,1190,NA,HECR,25,A,2015-01-15,Wangag,5,NA,NA,NA,NA,NA
4193,3095,APCL,NA,NA,NA,YR,NA,5,NA,NA,146,940,10:08:00,929,NA,HECR,38,A,2015-01-12,Cabatoan,4,NA,NA,NA,NA,NA
4195,1784,APCL,NA,NA,NA,NA,NA,4,NA,NA,71,399,12:14:00,397,NA,STME,25,C,2014-06-12,Tamakin Dacot,1,NA,NA,NA,NA,NA
4199,1784,APCL,NA,NA,NA,NA,NA,10,NA,NA,71,399,12:14:00,397,NA,STME,25,C,2014-06-12,Tamakin Dacot,1,NA,NA,NA,NA,NA
4200,6221,APCL,NA,NA,NA,BW,NA,2,NA,NA,244,1406,10:23:40,1457,NA,HECR,24,A,2015-02-02,Haina,5,NA,NA,NA,NA,NA
4201,701,APCL,NA,NA,NA,NA,NA,4,NA,NA,26,30,13:45:30,30,NA,HECR,25,C,2013-05-23,Poroc Rose,1,NA,NA,NA,NA,NA
4203,4324,APCL,NA,NA,NA,YR,NA,8,NA,NA,170,1085,11:08:39,1089,NA,HECR,20,A,2015-01-15,N. Magbangon,1,NA,NA,NA,NA,NA
4205,1123,APCL,NA,NA,NA,NA,NA,6,NA,NA,41,176,14:22:00,176,NA,HECR,40,C,2013-05-28,Wangag,1,NA,NA,NA,NA,NA
4207,4933,APCL,NA,NA,NA,YR,NA,6,NA,NA,187,1246,14:20:08,1247,NA,HECR,26,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,NA,NA
4208,4643,APCL,NA,NA,NA,YR,NA,4,NA,NA,179,567,11:10:56,1009,556,HECR,40,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,NA,NA
4213,4624,APCL,NA,NA,NA,O,NA,9,NA,NA,178,1152,10:39:54,1153,NA,HECR,25,A,2015-01-19,Sitio Baybayon,4,NA,NA,NA,NA,NA
4220,3947,APCL,NA,NA,NA,YR,NA,6,NA,NA,166,1141,15:11:00,1142,NA,HECR,30,A,2015-01-14,Wangag,2,NA,NA,NA,NA,NA
4222,26,APCL,NA,NA,NA,NA,NA,2,NA,NA,4,NA,15:01:00,NA,NA,HECR,25,E,2012-05-06,Visca,1,NA,NA,NA,NA,NA
4223,3182,APCL,NA,NA,NA,YR,NA,4,NA,NA,471,945,13:52:00,933,NA,HECR,25,A,2015-01-12,S. Magbangon,4,NA,NA,NA,NA,NA
4225,3290,APCL,NA,NA,NA,YR,NA,4,NA,NA,155,883,10:51:19,879,NA,MADO,30,A,2015-01-13,Palanas,4,NA,NA,NA,NA,NA
4226,3105,APCL,NA,NA,NA,YP,NA,10,NA,NA,146,702,10:14:00,692,NA,ENQD,49,A,2015-01-12,Cabatoan,4,NA,NA,NA,NA,NA
4228,5343,APCL,NA,NA,NA,BW,NA,2,NA,NA,212,1360,13:57:47,1360,NA,HECR,22,A,2015-01-22,N. Magbangon,5,NA,NA,NA,NA,NA
4229,3095,APCL,NA,NA,NA,YR,NA,7,NA,NA,146,940,10:08:00,929,NA,HECR,38,A,2015-01-12,Cabatoan,4,NA,NA,NA,NA,NA
4234,1127,APCL,NA,NA,NA,NA,NA,10,NA,By a small tree (log) on the bottom,41,180,14:37:30,180,NA,HECR,50,C,2013-05-28,Wangag,1,NA,NA,NA,NA,NA
4235,6237,APCL,NA,NA,NA,YR,NA,0.5,NA,JAH and G_S observed the same anemone on dives 6 and 59, could be repetitive fish,246,392,11:15:14,392,NA,HECR,17,A,2015-02-02,Tamakin Dacot,5,NA,NA,NA,NA,NA
4237,6221,APCL,NA,NA,NA,YR,NA,2,NA,NA,244,1406,10:23:40,1457,NA,HECR,24,A,2015-02-02,Haina,5,NA,NA,NA,NA,NA
